Domain Code	Domain	Reporter Country Code	Reporter Countries	Partner Country Code	Partner Countries	Element Code	Element	Item Code	Item	Year Code	Year	Unit	Value	Flag	Flag Description
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5622	Import Value	560	Grapes	2012	2012	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5622	Import Value	560	Grapes	2019	2019	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5610	Import Quantity	490	Oranges	2013	2013	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5610	Import Quantity	490	Oranges	2019	2019	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5622	Import Value	490	Oranges	2013	2013	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5622	Import Value	490	Oranges	2019	2019	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5910	Export Quantity	600	Papayas	2017	2017	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5922	Export Value	600	Papayas	2017	2017	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5910	Export Quantity	574	Pineapples	1998	1998	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5910	Export Quantity	574	Pineapples	2003	2003	tonnes	11		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5922	Export Value	574	Pineapples	1998	1998	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5922	Export Value	574	Pineapples	2003	2003	1000 US$	4		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5610	Import Quantity	544	Strawberries	2019	2019	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5622	Import Value	544	Strawberries	2019	2019	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5610	Import Quantity	388	Tomatoes	2019	2019	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5622	Import Value	388	Tomatoes	2019	2019	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5610	Import Quantity	567	Watermelons	2019	2019	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	41	"China, mainland"	5622	Import Value	567	Watermelons	2019	2019	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	48	Costa Rica	5610	Import Quantity	574	Pineapples	2002	2002	tonnes	10		Official data
TM	Detailed trade matrix	81	Ghana	48	Costa Rica	5622	Import Value	574	Pineapples	2002	2002	1000 US$	16		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	515	Apples	2005	2005	tonnes	2		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	515	Apples	2007	2007	tonnes	6		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	515	Apples	2008	2008	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	515	Apples	2009	2009	tonnes	2		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	515	Apples	2011	2011	tonnes	15		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	515	Apples	2012	2012	tonnes	4		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	515	Apples	2016	2016	tonnes	3		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	515	Apples	2017	2017	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	515	Apples	2018	2018	tonnes	2		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	515	Apples	2005	2005	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	515	Apples	2007	2007	1000 US$	4		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	515	Apples	2008	2008	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	515	Apples	2009	2009	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	515	Apples	2011	2011	1000 US$	9		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	515	Apples	2012	2012	1000 US$	3		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	515	Apples	2016	2016	1000 US$	2		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	515	Apples	2017	2017	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	515	Apples	2018	2018	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	515	Apples	2003	2003	tonnes	6		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	515	Apples	2012	2012	tonnes	6		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	515	Apples	2003	2003	1000 US$	8		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	515	Apples	2012	2012	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	486	Bananas	2005	2005	tonnes	148		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	486	Bananas	2007	2007	tonnes	327		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	486	Bananas	2009	2009	tonnes	20		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	486	Bananas	2011	2011	tonnes	21		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	486	Bananas	2012	2012	tonnes	58		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	486	Bananas	2016	2016	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	486	Bananas	2005	2005	1000 US$	17		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	486	Bananas	2007	2007	1000 US$	22		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	486	Bananas	2009	2009	1000 US$	3		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	486	Bananas	2011	2011	1000 US$	9		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	486	Bananas	2012	2012	1000 US$	15		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	486	Bananas	2016	2016	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	249	Coconuts	2003	2003	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	249	Coconuts	2016	2016	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	249	Coconuts	2003	2003	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	249	Coconuts	2016	2016	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	249	Coconuts	2019	2019	tonnes	122		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	249	Coconuts	2019	2019	1000 US$	5		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	560	Grapes	2005	2005	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	560	Grapes	2007	2007	tonnes	5		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	560	Grapes	2008	2008	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	560	Grapes	2009	2009	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	560	Grapes	2011	2011	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	560	Grapes	2012	2012	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	560	Grapes	2016	2016	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	560	Grapes	2017	2017	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	560	Grapes	2018	2018	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	560	Grapes	2005	2005	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	560	Grapes	2007	2007	1000 US$	8		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	560	Grapes	2008	2008	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	560	Grapes	2009	2009	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	560	Grapes	2011	2011	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	560	Grapes	2012	2012	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	560	Grapes	2016	2016	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	560	Grapes	2017	2017	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	560	Grapes	2018	2018	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	490	Oranges	2011	2011	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	490	Oranges	2012	2012	tonnes	4		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	490	Oranges	2014	2014	tonnes	27	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	490	Oranges	2016	2016	tonnes	5		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	490	Oranges	2017	2017	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	490	Oranges	2018	2018	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	490	Oranges	2011	2011	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	490	Oranges	2012	2012	1000 US$	3		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	490	Oranges	2014	2014	1000 US$	2	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	490	Oranges	2016	2016	1000 US$	4		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	490	Oranges	2017	2017	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	490	Oranges	2018	2018	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2001	2001	tonnes	30		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2003	2003	tonnes	2		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2005	2005	tonnes	70		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2007	2007	tonnes	3431		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2008	2008	tonnes	7498		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2009	2009	tonnes	9061		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2010	2010	tonnes	6495		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2012	2012	tonnes	6250		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2014	2014	tonnes	6860	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2015	2015	tonnes	3810	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2016	2016	tonnes	6090		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2017	2017	tonnes	5480		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2018	2018	tonnes	7040		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	490	Oranges	2019	2019	tonnes	10114		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2001	2001	1000 US$	3		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2003	2003	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2005	2005	1000 US$	4		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2007	2007	1000 US$	223		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2008	2008	1000 US$	357		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2009	2009	1000 US$	337		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2010	2010	1000 US$	228		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2012	2012	1000 US$	173		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2014	2014	1000 US$	154	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2015	2015	1000 US$	76	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2016	2016	1000 US$	124		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2017	2017	1000 US$	113		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2018	2018	1000 US$	153		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	490	Oranges	2019	2019	1000 US$	303		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	600	Papayas	2014	2014	tonnes	20	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	600	Papayas	2014	2014	1000 US$	17	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	574	Pineapples	2014	2014	tonnes	472	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	574	Pineapples	2015	2015	tonnes	216	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	574	Pineapples	2014	2014	1000 US$	234	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	574	Pineapples	2015	2015	1000 US$	95	R	Estimated data using trading partners database
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	574	Pineapples	2003	2003	tonnes	193		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	574	Pineapples	2003	2003	1000 US$	21		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	544	Strawberries	2003	2003	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	544	Strawberries	2003	2003	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	388	Tomatoes	2012	2012	tonnes	39		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	388	Tomatoes	2016	2016	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5610	Import Quantity	388	Tomatoes	2018	2018	tonnes	51		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	388	Tomatoes	2012	2012	1000 US$	8		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	388	Tomatoes	2016	2016	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5622	Import Value	388	Tomatoes	2018	2018	1000 US$	5		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	388	Tomatoes	1998	1998	tonnes	2		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	388	Tomatoes	2003	2003	tonnes	32		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	388	Tomatoes	2012	2012	tonnes	6		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	388	Tomatoes	1998	1998	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	388	Tomatoes	2003	2003	1000 US$	10		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	388	Tomatoes	2012	2012	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	567	Watermelons	2014	2014	tonnes	1	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5910	Export Quantity	567	Watermelons	2017	2017	tonnes	10		Official data
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	567	Watermelons	2014	2014	1000 US$	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	107	Cote d'Ivoire	5922	Export Value	567	Watermelons	2017	2017	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	98	Croatia	5610	Import Quantity	515	Apples	2017	2017	tonnes	14		Official data
TM	Detailed trade matrix	81	Ghana	98	Croatia	5610	Import Quantity	515	Apples	2019	2019	tonnes	21		Official data
TM	Detailed trade matrix	81	Ghana	98	Croatia	5622	Import Value	515	Apples	2017	2017	1000 US$	8		Official data
TM	Detailed trade matrix	81	Ghana	98	Croatia	5622	Import Value	515	Apples	2019	2019	1000 US$	11		Official data
TM	Detailed trade matrix	81	Ghana	98	Croatia	5910	Export Quantity	490	Oranges	2017	2017	tonnes	2		Official data
TM	Detailed trade matrix	81	Ghana	98	Croatia	5922	Export Value	490	Oranges	2017	2017	1000 US$	9		Official data
TM	Detailed trade matrix	81	Ghana	98	Croatia	5910	Export Quantity	574	Pineapples	2015	2015	tonnes	1	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	98	Croatia	5922	Export Value	574	Pineapples	2015	2015	1000 US$	1	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	49	Cuba	5910	Export Quantity	574	Pineapples	1999	1999	tonnes	14		Official data
TM	Detailed trade matrix	81	Ghana	49	Cuba	5922	Export Value	574	Pineapples	1999	1999	1000 US$	6		Official data
TM	Detailed trade matrix	81	Ghana	50	Cyprus	5610	Import Quantity	515	Apples	2009	2009	tonnes	77		Official data
TM	Detailed trade matrix	81	Ghana	50	Cyprus	5622	Import Value	515	Apples	2009	2009	1000 US$	85		Official data
TM	Detailed trade matrix	81	Ghana	50	Cyprus	5610	Import Quantity	490	Oranges	2009	2009	tonnes	1		Official data
TM	Detailed trade matrix	81	Ghana	50	Cyprus	5622	Import Value	490	Oranges	2009	2009	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	50	Cyprus	5910	Export Quantity	574	Pineapples	2000	2000	tonnes	38		Official data
TM	Detailed trade matrix	81	Ghana	50	Cyprus	5922	Export Value	574	Pineapples	2000	2000	1000 US$	23		Official data
TM	Detailed trade matrix	81	Ghana	167	Czechia	5910	Export Quantity	486	Bananas	1998	1998	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	167	Czechia	5910	Export Quantity	486	Bananas	1999	1999	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	167	Czechia	5922	Export Value	486	Bananas	1998	1998	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	167	Czechia	5922	Export Value	486	Bananas	1999	1999	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	167	Czechia	5910	Export Quantity	574	Pineapples	1998	1998	tonnes	6		Official data
TM	Detailed trade matrix	81	Ghana	167	Czechia	5922	Export Value	574	Pineapples	1998	1998	1000 US$	3		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5610	Import Quantity	515	Apples	1999	1999	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5610	Import Quantity	515	Apples	2003	2003	tonnes	65		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5610	Import Quantity	515	Apples	2009	2009	tonnes	43		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5622	Import Value	515	Apples	1999	1999	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5622	Import Value	515	Apples	2003	2003	1000 US$	39		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5622	Import Value	515	Apples	2009	2009	1000 US$	47		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	572	Avocados	2015	2015	tonnes	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	572	Avocados	2015	2015	1000 US$	0	*	Unofficial figure
TM	Detailed trade matrix	81	Ghana	54	Denmark	5610	Import Quantity	486	Bananas	2009	2009	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5622	Import Value	486	Bananas	2009	2009	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	486	Bananas	1998	1998	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	486	Bananas	2000	2000	tonnes	182		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	486	Bananas	2001	2001	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	486	Bananas	1998	1998	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	486	Bananas	2000	2000	1000 US$	137		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	486	Bananas	2001	2001	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	600	Papayas	2000	2000	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	600	Papayas	2001	2001	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	600	Papayas	2000	2000	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	600	Papayas	2001	2001	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5610	Import Quantity	574	Pineapples	2001	2001	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5610	Import Quantity	574	Pineapples	2005	2005	tonnes	50		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5622	Import Value	574	Pineapples	2001	2001	1000 US$	2		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5622	Import Value	574	Pineapples	2005	2005	1000 US$	35		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	574	Pineapples	1998	1998	tonnes	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	574	Pineapples	1999	1999	tonnes	88		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	574	Pineapples	2000	2000	tonnes	84		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	574	Pineapples	2001	2001	tonnes	441		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	574	Pineapples	2003	2003	tonnes	1653		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	574	Pineapples	2005	2005	tonnes	7		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	574	Pineapples	2009	2009	tonnes	19		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5910	Export Quantity	574	Pineapples	2012	2012	tonnes	517		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	574	Pineapples	1998	1998	1000 US$	0		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	574	Pineapples	1999	1999	1000 US$	21		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	574	Pineapples	2000	2000	1000 US$	51		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	574	Pineapples	2001	2001	1000 US$	178		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	574	Pineapples	2003	2003	1000 US$	659		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	574	Pineapples	2005	2005	1000 US$	3		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	574	Pineapples	2009	2009	1000 US$	7		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5922	Export Value	574	Pineapples	2012	2012	1000 US$	166		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5610	Import Quantity	544	Strawberries	2018	2018	tonnes	5		Official data
TM	Detailed trade matrix	81	Ghana	54	Denmark	5622	Import Value	544	Strawberries	2018	2018	1000 US$	1		Official data
TM	Detailed trade matrix	81	Ghana	56	Dominican Republic	5910	Export Quantity	249	Coconuts	2018	2018	tonnes	40		Official data
TM	Detailed trade matrix	81	Ghana	56	Dominican Republic	5910	Export Quantity	249	Coconuts	2019	2019	tonnes	75		Official data
TM	Detailed trade matrix	81	Ghana	56	Dominican Republic	5922	Export Value	249	Coconuts	2018	2018	1000 US$	19		Official data
TM	Detailed trade matrix	81	Ghana	56	Dominican Republic	5922	Export Value	249	Coconuts	2019	2019	1000 US$	47		Official data
